noise_level,phi_correlation,interaction_correlation
0.05,0.9966751503087293,0.9999999999999998
0.05,0.9983255120911831,1.0
0.05,0.9968827410038744,1.0
0.05,0.9978787776682715,1.0
0.05,0.9990476522039858,1.0
0.05,0.9984644293362542,1.0
0.05,0.9979032861106312,-1.0
0.05,0.9958788956203901,1.0
0.05,0.9980813504177306,1.0
0.05,0.9976165742518575,1.0
0.1,0.9918825624106414,1.0
0.1,0.9930309555108021,1.0
0.1,0.9964442998080891,-1.0
0.1,0.9916962077343177,1.0
0.1,0.9921451915867341,1.0
0.1,0.9959274814131468,-1.0
0.1,0.9943874897324841,1.0
0.1,0.9908960123548143,0.9999999999999998
0.1,0.9952298754911987,1.0
0.1,0.9935967412369593,1.0
0.2,0.941914339460677,-1.0
0.2,0.9606015398337547,1.0
0.2,0.9710019602530515,1.0
0.2,0.9540746700944461,1.0
0.2,0.9521522666529919,1.0
0.2,0.9682162787608746,-1.0
0.2,0.9177545675766247,1.0
0.2,0.9742523796496829,0.9999999999999998
0.2,0.9645322443612675,1.0
0.2,0.9680717878372387,-1.0
0.3,0.8991352822759874,-1.0
0.3,0.9114856106500594,-1.0
0.3,0.9221267734559624,-1.0
0.3,0.8803413456466307,1.0
0.3,0.9047280716553826,1.0
0.3,0.9595931632787679,0.9999999999999999
0.3,0.9343541434098582,-1.0
0.3,0.875751093069412,-1.0
0.3,0.9257820216322583,1.0
0.3,0.9365474713543691,-1.0
